,score,f_mother_age,f_mother_education_level,f_number_of_tech_at_home,f_extent_of_books_at_home,f_ESCS,f_frequency_of_books_at_home,f_extent_of_interest_in_interview,f_frequency_of_support_at_home
15583,0.8216971800267651,0.6153846153846154,0.625,0.5,1.0,0.8238949116296234,0.6666666666666666,1.0,0.9166666666666666
15584,0.4534369543646503,0.25,0.25,0.1,0.0,0.19076104623249535,0.2222222222222222,1.0,1.0
15585,0.6530322960520869,0.40384615384615385,0.625,0.2,0.25,0.5071621375093607,0.4444444444444443,0.4166666666666667,1.0
15586,0.4516072030971391,0.2692307692307692,0.5,0.35,0.25,0.45098999249432775,0.3333333333333333,1.0,1.0
15588,0.6615839041201685,0.5,0.75,0.3,0.5,0.6944447172004963,0.0,1.0,0.6666666666666666
15589,0.7073440587299803,0.36538461538461536,0.5,0.3,0.5,0.5718872519506222,0.7777777777777777,0.8333333333333334,0.5
15590,0.4129357514182657,0.40384615384615385,0.25,0.35,0.25,0.37877083375323417,0.2222222222222222,0.5833333333333334,0.75
15592,0.36947939050716516,0.21153846153846154,0.375,0.15,0.25,0.32770525050805843,0.4444444444444443,0.25,1.0
15593,0.348963346897115,0.34615384615384615,0.5,0.25,0.5,0.5157151241622873,0.111111111111111,0.75,0.6666666666666666
15594,0.42131019211307075,0.17307692307692307,0.5,0.1,0.5,0.5157151241622873,0.111111111111111,0.75,0.9166666666666666
15595,0.8312248304939186,0.19230769230769232,0.125,0.2,0.25,0.14715734504197545,0.8888888888888888,0.75,0.25
15596,0.4222071502095117,0.5192307692307693,0.875,0.25,1.0,0.9863879800370133,0.5555555555555555,0.6666666666666666,0.8333333333333334
15597,0.5116040767958007,0.5192307692307693,0.625,0.2,0.25,0.5889577899386782,0.5555555555555555,1.0,1.0
15598,0.47498572775475967,0.38461538461538464,0.75,0.25,0.0,0.324258825624989,0.7777777777777777,1.0,1.0
15599,0.49488083601993416,0.5,0.75,0.35,1.0,0.8155909541230638,0.3333333333333333,1.0,1.0
15600,0.642250572434425,0.38461538461538464,0.375,0.45,0.25,0.399924409249152,0.3333333333333333,0.5833333333333334,0.5833333333333334
15601,0.6016210119577936,0.5961538461538461,0.125,0.35,0.5,0.4434959654211936,0.4444444444444443,0.5,0.5833333333333334
15602,0.3614484722519132,0.36538461538461536,0.5,0.5,0.5,0.5718872519506222,0.3333333333333333,0.9166666666666666,0.9166666666666666
15603,0.19033321058790537,0.40384615384615385,0.25,0.75,0.25,0.33208446663472846,0.2222222222222222,1.0,0.5833333333333334
15604,0.6092421437777337,0.5384615384615384,0.375,0.15,0.5,0.45370907173421005,0.4444444444444443,0.75,0.75
15605,0.5355327934182088,0.4230769230769231,0.375,0.3,0.25,0.4298364169984098,0.3333333333333333,1.0,0.9166666666666666
15606,0.2659246746731285,0.40384615384615385,0.125,0.15,1.0,0.5729461943037167,0.5555555555555555,0.9166666666666666,1.0
15607,0.39100113312977364,0.4423076923076923,0.25,0.3,0.75,0.6059730302261367,0.3333333333333333,0.8333333333333334,0.9166666666666666
15608,0.6253980473591403,0.2692307692307692,0.125,0.25,0.25,0.404303625375822,0.2222222222222222,0.9166666666666666,1.0
15609,0.5861334634105352,0.5192307692307693,0.625,0.4,0.0,0.5134134305883796,0.4444444444444443,0.75,0.8333333333333334
15610,0.913286842472719,0.40384615384615385,0.25,0.35,0.75,0.4360019211213616,0.8888888888888888,0.8333333333333334,0.6666666666666666
15611,0.35302815648312114,0.28846153846153844,0.125,0.25,0.25,0.404303625375822,0.7777777777777777,0.75,1.0
15612,0.876406526679213,0.36538461538461536,0.375,0.45,0.25,0.37877083375323417,0.111111111111111,1.0,0.5
15613,0.596012513855199,0.4423076923076923,0.875,0.75,1.0,0.8155909541230638,0.111111111111111,0.3333333333333333,0.75
15614,0.36926546129008736,0.3269230769230769,0.5,0.2,0.0,0.3351993120345885,0.2222222222222222,0.0,0.5
15615,0.3960527974218517,0.4807692307692308,0.25,0.25,0.25,0.3065516577854425,0.5555555555555555,1.0,1.0
15616,0.5353290586620171,0.40384615384615385,0.5,0.45,0.25,0.45098999249432775,0.3333333333333333,1.0,0.8333333333333334
15617,0.49358660287199585,0.46153846153846156,0.25,0.1,0.0,0.2629801877468909,0.3333333333333333,1.0,1.0
15618,0.3770226737167027,0.34615384615384615,0.375,0.25,0.25,0.3889839572929485,0.3333333333333333,0.75,0.9166666666666666
15619,0.5048712532267012,0.34615384615384615,0.25,0.35,0.25,0.3065516577854425,0.4444444444444443,0.1666666666666666,1.0
15620,0.5295268658025882,0.34615384615384615,0.5,0.25,0.5,0.5157151241622873,0.5555555555555555,1.0,0.5
15621,0.46129101416968277,0.46153846153846156,0.625,0.4,0.25,0.48528118191685954,0.3333333333333333,0.6666666666666666,0.75
15622,0.4081740114153249,0.36538461538461536,0.375,0.45,0.25,0.32770525050805843,0.2222222222222222,1.0,0.75
15623,0.5821417141275457,0.5384615384615384,0.75,0.1,0.25,0.27091239311049226,0.8888888888888888,0.5,1.0
15624,0.5988922945939701,0.5,0.375,0.4,1.0,0.7516757701152277,0.111111111111111,0.75,0.3333333333333333
15625,0.4659304206419915,0.5192307692307693,0.0,0.1,0.0,0.241826491664087,0.3333333333333333,0.8333333333333334,0.6666666666666666
15626,0.41956261437876186,0.40384615384615385,0.25,0.1,0.5,0.32021122343492436,0.3333333333333333,0.5,0.9166666666666666
15627,0.33064405514647277,0.3269230769230769,0.125,0.15,0.25,0.2554860573135688,0.5555555555555555,0.5833333333333334,1.0
15628,0.3717129042103742,0.25,0.375,0.2,0.5,0.6791250146642267,0.4444444444444443,1.0,0.8333333333333334
15630,0.38928769139328007,0.46153846153846156,0.25,0.2,0.0,0.241826491664087,0.2222222222222222,0.25,0.9166666666666666
15631,0.3810139596151066,0.4807692307692308,0.375,0.25,0.5,0.4690287398170835,0.8888888888888888,0.6666666666666666,1.0
15633,0.4276428058616297,0.46153846153846156,0.875,0.35,1.0,0.8238949116296234,0.5555555555555555,1.0,1.0
15634,0.8166969514237029,0.5576923076923077,0.25,0.3,0.25,0.2554860573135688,0.6666666666666666,1.0,1.0
15635,0.6235440456316427,0.38461538461538464,0.625,0.35,1.0,0.8155909541230638,0.7777777777777777,0.9166666666666666,0.9166666666666666
15636,0.4114353121296786,0.4807692307692308,0.5,0.15,0.0,0.3964780015927805,0.4444444444444443,1.0,0.9166666666666666
15637,0.6185595721044951,0.5192307692307693,0.375,0.25,0.5,0.49966809320952854,0.5555555555555555,0.9166666666666666,0.5
15638,0.886838549396179,0.4423076923076923,0.875,0.1,1.0,0.7208539343108107,0.7777777777777777,0.5833333333333334,0.6666666666666666
15639,0.5241384753782145,0.5192307692307693,0.375,0.3,0.25,0.37877083375323417,0.2222222222222222,0.8333333333333334,1.0
15640,0.3657630461296266,0.5384615384615384,0.75,0.1,0.0,0.5134134305883796,0.5555555555555555,1.0,1.0
15641,0.2507268959534787,0.46153846153846156,0.125,0.05,0.25,0.3065516577854425,0.3333333333333333,1.0,1.0
15642,0.6399362753517707,0.4230769230769231,0.75,0.4,0.25,0.32504773948684773,0.5555555555555555,0.5,0.5
15643,0.7416797753017251,0.40384615384615385,0.625,0.25,0.25,0.5575003578846511,0.5555555555555555,0.75,0.6666666666666666
15644,0.6435092794307907,0.5192307692307693,0.25,0.25,1.0,0.556899163350958,1.0,0.25,0.9166666666666666
15645,0.5184203095903309,0.3269230769230769,0.5,0.15,0.5,0.5259282477020016,0.3333333333333333,0.9166666666666666,0.5833333333333334
15648,0.5188439975632149,0.4230769230769231,0.625,0.15,0.5,0.6645021320622787,0.6666666666666666,1.0,1.0
15649,0.7534841887000888,0.40384615384615385,0.75,0.45,0.75,0.5804402558302467,0.5555555555555555,0.9166666666666666,1.0
15650,0.49938709665461045,0.23076923076923078,0.25,0.4,0.5,0.37127678945340203,0.4444444444444443,1.0,1.0
15651,0.38514148058171443,0.5384615384615384,0.375,0.2,0.25,0.4860085447867447,0.5555555555555555,1.0,1.0
15652,0.7651936082583782,0.25,0.75,1.0,0.5,0.6645021320622787,0.0,1.0,0.5833333333333334
15653,0.6176417617016965,0.5,0.5,0.2,0.0,0.44243700584140105,0.111111111111111,0.75,0.25
15654,0.4450149395190439,0.4807692307692308,0.375,0.15,0.25,0.37877083375323417,0.5555555555555555,0.4166666666666667,0.8333333333333334
15655,0.4923119863381867,0.5384615384615384,0.625,0.25,1.0,0.8155909541230638,0.4444444444444443,0.3333333333333333,0.75
15656,0.48487898866005247,0.3269230769230769,0.375,0.75,0.0,0.33310554470560694,0.2222222222222222,0.25,0.75
15657,0.5342316095014846,0.46153846153846156,0.5,0.3,0.25,0.5582277035278383,0.4444444444444443,1.0,0.9166666666666666
15658,0.7458486919579913,0.5384615384615384,0.375,0.4,1.0,0.6291183220920515,0.4444444444444443,1.0,0.6666666666666666
15659,0.5568784498982408,0.4423076923076923,0.875,0.4,0.5,0.6645021320622787,0.2222222222222222,0.5833333333333334,1.0
15661,0.5276852209973766,0.4807692307692308,0.25,0.3,1.0,0.526259827185211,0.111111111111111,1.0,0.8333333333333334
15662,0.2414826823912622,0.34615384615384615,0.375,0.2,0.25,0.37877083375323417,0.7777777777777777,1.0,1.0
15663,0.3376130503927648,0.46153846153846156,0.25,0.25,0.25,0.2554860573135688,0.3333333333333333,0.8333333333333334,0.6666666666666666
15664,0.5547414746503918,0.4230769230769231,0.875,0.3,0.5,0.6645021320622787,0.7777777777777777,1.0,0.9166666666666666
15665,0.44834157745998515,0.3269230769230769,0.25,0.45,0.0,0.2979986711325159,0.0,1.0,0.25
15666,0.3772143604736656,0.38461538461538464,0.125,0.25,0.0,0.26735938664686293,0.4444444444444443,1.0,1.0
15667,0.7804772675879164,0.4423076923076923,0.5,0.15,0.5,0.5157151241622873,0.111111111111111,0.5833333333333334,0.25
15668,0.5852842339264244,0.5769230769230769,0.375,0.2,0.0,0.3702178471003075,0.4444444444444443,0.6666666666666666,1.0
15669,0.3969194810586916,0.38461538461538464,0.375,0.15,1.0,0.5525199644509861,0.4444444444444443,0.5,0.5833333333333334
15670,0.5115463081841132,0.38461538461538464,0.375,0.4,0.25,0.41428520486764475,0.6666666666666666,0.0,0.75
15671,0.2865324684311528,0.25,0.375,0.15,0.0,0.33957851093456043,0.6666666666666666,1.0,1.0
15672,0.3545576345390806,0.21153846153846154,0.25,0.25,0.5,0.32021122343492436,0.6666666666666666,1.0,1.0
15673,0.5346247140917105,0.5,0.375,0.4,0.5,0.45370907173421005,0.5555555555555555,1.0,1.0
15674,0.7591334646462276,0.4230769230769231,0.25,0.4,0.25,0.434942978768267,0.2222222222222222,0.5,1.0
15675,0.17737064464827876,0.19230769230769232,0.125,0.2,0.0,0.13349777939249363,0.2222222222222222,0.3333333333333333,0.25
15676,0.6254539624324849,0.5769230769230769,0.25,0.1,0.5,0.5412479157848751,0.6666666666666666,0.4166666666666667,0.6666666666666666
15677,0.6016210119577936,0.4230769230769231,0.375,0.25,0.5,0.5507336592280062,0.0,0.9166666666666666,0.75
15679,0.4783628746155452,0.4807692307692308,0.75,0.15,0.75,0.5776403661500208,0.3333333333333333,0.5833333333333334,0.8333333333333334
15680,0.9266885425380872,0.5192307692307693,0.625,0.2,0.25,0.5889577899386782,0.6666666666666666,0.5,1.0
15681,0.42018015157000876,0.3076923076923077,0.5,0.3,0.25,0.430563762641597,0.111111111111111,1.0,1.0
15682,0.3479612004997139,0.3269230769230769,0.25,0.45,0.25,0.2554860573135688,0.4444444444444443,1.0,1.0
15683,0.3851723728874297,0.28846153846153844,0.75,0.55,0.25,0.5889577899386782,0.111111111111111,0.5833333333333334,1.0
15684,0.23626435410985058,0.46153846153846156,0.125,0.3,0.25,0.2554860573135688,0.111111111111111,0.8333333333333334,0.3333333333333333
15685,0.7943588796225702,0.5384615384615384,0.25,0.15,0.25,0.3065516577854425,0.5555555555555555,1.0,0.8333333333333334
15686,0.34034717391008856,0.40384615384615385,0.625,0.25,0.5,0.6222254723259126,0.2222222222222222,1.0,0.9166666666666666
15687,0.5605696170466214,0.15384615384615385,0.375,0.25,0.5,0.5157151241622873,0.2222222222222222,0.4166666666666667,0.8333333333333334
15688,0.414889380831695,0.25,0.5,0.15,0.0,0.3658386482003355,0.6666666666666666,0.75,0.8333333333333334
15689,0.7429074355308473,0.4230769230769231,0.75,0.15,0.25,0.42655163022272574,0.4444444444444443,0.5833333333333334,0.5833333333333334
15692,0.7230954275680465,0.11538461538461539,0.25,0.35,0.0,0.3140457193119726,0.0,1.0,1.0
15693,0.4999839360010281,0.36538461538461536,0.375,0.15,0.25,0.4765227841169156,0.5555555555555555,0.5,0.9166666666666666
15694,0.572425775057058,0.4423076923076923,0.375,0.2,0.0,0.324258825624989,0.5555555555555555,1.0,1.0
15695,0.41974750482846745,0.46153846153846156,0.25,0.25,0.25,0.3065516577854425,0.7777777777777777,1.0,1.0
15696,0.5182045268349103,0.5961538461538461,0.375,0.25,0.25,0.434942978768267,0.2222222222222222,0.75,0.9166666666666666
15697,0.4811405562839275,0.46153846153846156,0.625,0.75,1.0,0.8155909541230638,0.4444444444444443,1.0,1.0
15698,0.308821884850784,0.4807692307692308,0.375,0.3,0.25,0.4860085447867447,0.3333333333333333,1.0,1.0
15699,0.4649877419330923,0.17307692307692307,0.375,0.3,0.5,0.4690287398170835,1.0,1.0,1.0
15700,0.40145833307589757,0.38461538461538464,0.25,0.5,0.5,0.3508505768273694,0.111111111111111,0.4166666666666667,0.5
15701,0.21170790583530943,0.19230769230769232,0.25,0.35,0.25,0.3167647813251569,0.3333333333333333,0.9166666666666666,0.75
15702,0.503781372681069,0.5,0.25,0.3,1.0,0.5109401418756394,0.7777777777777777,0.5833333333333334,0.8333333333333334
15703,0.5565736973023603,0.4423076923076923,0.625,0.35,0.75,0.6154587908959658,0.5555555555555555,1.0,0.75
15704,0.6772895523457763,0.34615384615384615,0.625,0.6,0.5,0.427659823705418,0.5555555555555555,1.0,1.0
15705,0.707125959051631,0.46153846153846156,0.625,0.3,0.5,0.5718872519506222,0.5555555555555555,0.3333333333333333,0.75
15706,0.45078021607314306,0.21153846153846154,0.375,0.5,0.25,0.32770525050805843,0.4444444444444443,0.9166666666666666,0.5833333333333334
15707,0.4844545283795256,0.36538461538461536,0.125,0.35,0.0,0.13349777939249363,0.4444444444444443,1.0,0.75
15708,0.6334141373076491,0.28846153846153844,0.5,0.1,0.0,0.3658386482003355,0.2222222222222222,0.5833333333333334,0.3333333333333333
15709,0.4078388298983148,0.4807692307692308,0.5,0.3,0.25,0.5071621375093607,0.5555555555555555,1.0,1.0
15710,0.5507345881376017,0.3269230769230769,0.25,0.3,0.25,0.2554860573135688,0.111111111111111,1.0,0.4166666666666667
15712,0.7108228412765688,0.40384615384615385,0.875,0.6,0.5,0.6645021320622787,0.6666666666666666,1.0,0.5833333333333334
15713,0.5368551385643481,0.34615384615384615,0.25,0.2,0.25,0.3065516577854425,0.7777777777777777,0.75,0.9166666666666666
15714,0.46305063990322065,0.40384615384615385,0.125,0.1,0.0,0.08243216169392191,0.4444444444444443,1.0,1.0
15715,0.32011827428166123,0.3269230769230769,0.375,0.25,0.25,0.37877083375323417,0.3333333333333333,1.0,1.0
15716,0.4934242638054625,0.2692307692307692,0.25,0.4,0.25,0.3065516577854425,0.5555555555555555,0.5,0.6666666666666666
15717,0.2239358527450285,0.36538461538461536,0.375,0.2,0.25,0.37877083375323417,0.7777777777777777,1.0,1.0
15718,0.9174542145136995,0.3269230769230769,0.375,0.2,0.25,0.37877083375323417,0.3333333333333333,0.5,1.0
15719,0.40235482778775256,0.23076923076923078,0.375,0.5,0.25,0.3889839572929485,0.111111111111111,0.4166666666666667,0.9166666666666666
15720,0.7327437124890178,0.5192307692307693,0.625,0.35,0.5,0.550006313584819,0.7777777777777777,0.9166666666666666,0.75
15721,0.33341633066135484,0.4423076923076923,0.5,0.15,0.25,0.5071621375093607,0.3333333333333333,0.8333333333333334,1.0
15722,0.3446416677890871,0.34615384615384615,0.25,0.3,0.25,0.3065516577854425,0.0,0.5833333333333334,0.9166666666666666
15724,0.4518781286182614,0.46153846153846156,0.5,0.2,0.25,0.5071621375093607,0.111111111111111,0.9166666666666666,1.0
15725,0.6248941938529254,0.40384615384615385,0.375,0.2,0.0,0.324258825624989,0.3333333333333333,0.25,0.9166666666666666
15726,0.34175817997363034,0.19230769230769232,0.125,0.2,0.5,0.5412479157848751,0.5555555555555555,0.9166666666666666,0.8333333333333334
15727,0.5085574776061677,0.5384615384615384,0.25,0.2,0.25,0.33208446663472846,0.4444444444444443,1.0,1.0
15728,0.3093201777419702,0.38461538461538464,0.25,0.4,0.0,0.24266887719655478,0.2222222222222222,0.75,0.9166666666666666
15729,0.6932933113215357,0.5384615384615384,0.125,0.5,0.25,0.18819357916175924,0.3333333333333333,1.0,1.0
15730,0.7534841887000888,0.5384615384615384,0.625,1.0,1.0,0.795290151858511,0.6666666666666666,1.0,1.0
15732,0.3018817739103357,0.40384615384615385,0.25,0.05,0.25,0.404303625375822,0.6666666666666666,1.0,1.0
15733,0.4361781954692109,0.17307692307692307,0.375,0.35,0.75,0.4877948500097245,0.111111111111111,1.0,0.25
15734,0.26624379219116656,0.5,0.125,0.5,0.0,0.143710971839,0.0,0.9166666666666666,1.0
15735,0.4369319677286619,0.38461538461538464,0.625,0.45,0.25,0.3627238028004755,0.0,0.6666666666666666,0.5
15736,0.850679568941123,0.4423076923076923,0.75,0.4,0.5,0.5020959895730243,0.0,0.3333333333333333,0.1666666666666666
15737,0.70072090284617,0.17307692307692307,0.375,0.2,0.25,0.37877083375323417,0.2222222222222222,1.0,1.0
15738,0.5981504158722195,0.28846153846153844,0.375,0.25,0.5,0.6069058042430391,0.5555555555555555,1.0,1.0
15739,0.2983113956773014,0.34615384615384615,0.125,0.1,0.25,0.2554860573135688,0.0,0.9166666666666666,0.6666666666666666
15740,0.5619841757253204,0.34615384615384615,0.375,0.15,1.0,0.5984789859263046,0.6666666666666666,0.4166666666666667,0.8333333333333334
15741,0.2933419049184258,0.38461538461538464,0.5,0.25,0.5,0.6791250146642267,0.8888888888888888,1.0,0.75
15742,0.4397964567761037,0.38461538461538464,0.625,0.2,0.25,0.3065516577854425,0.6666666666666666,1.0,0.8333333333333334
15743,0.6101619621804035,0.11538461538461539,0.125,0.2,0.25,0.19822296274054718,0.5555555555555555,1.0,0.9166666666666666
15744,0.43045910291215594,0.5576923076923077,0.75,0.35,1.0,0.8238949116296234,0.4444444444444443,1.0,1.0
15746,0.36626566394361293,0.3076923076923077,0.25,0.15,0.25,0.3167647813251569,0.4444444444444443,1.0,1.0
15747,0.3558775083007626,0.36538461538461536,0.25,0.2,0.0,0.19076104623249535,0.0,0.8333333333333334,0.8333333333333334
15749,0.738581122576962,0.5,0.375,0.2,0.25,0.35834462112720145,0.2222222222222222,0.3333333333333333,0.0833333333333333
15750,0.6009909633827323,0.36538461538461536,0.75,0.15,0.25,0.5421806898017777,0.5555555555555555,1.0,1.0
15751,0.4451218268968185,0.5384615384615384,0.625,0.3,1.0,0.7208539343108107,0.111111111111111,0.6666666666666666,0.9166666666666666
15752,0.3023769775709504,0.3269230769230769,0.25,0.15,0.25,0.33208446663472846,0.6666666666666666,0.4166666666666667,1.0
15753,0.20452096537219672,0.5,0.375,0.25,0.5,0.5412479157848751,0.3333333333333333,1.0,1.0
15754,0.4518781286182614,0.4807692307692308,0.75,0.25,0.25,0.5575003578846511,0.5555555555555555,1.0,0.9166666666666666
15755,0.3752227335242066,0.36538461538461536,0.25,0.25,0.0,0.26735938664686293,0.2222222222222222,1.0,0.75
15756,0.4147324479186619,0.4230769230769231,0.5,0.45,0.5,0.6229528351957978,0.3333333333333333,0.4166666666666667,0.5833333333333334
15757,0.45336435744621956,0.4230769230769231,0.375,0.45,0.25,0.37877083375323417,0.2222222222222222,0.6666666666666666,0.5833333333333334
15758,0.5811465184989304,0.4807692307692308,0.75,0.3,0.25,0.32770525050805843,0.4444444444444443,1.0,0.8333333333333334
15760,0.4237971771846731,0.2692307692307692,0.375,0.25,0.25,0.5020555757395034,0.5555555555555555,1.0,0.6666666666666666
15762,0.35636421657730555,0.46153846153846156,0.75,0.25,0.75,0.5064026985277892,0.8888888888888888,1.0,1.0
15763,0.44914107033189454,0.5384615384615384,0.25,0.2,0.0,0.2520396841105934,0.6666666666666666,0.9166666666666666,0.8333333333333334
15765,0.5235037929572957,0.4807692307692308,0.5,0.45,0.25,0.6143998313161733,0.4444444444444443,0.8333333333333334,0.75
15766,0.5882993229642279,0.4423076923076923,0.5,0.15,0.5,0.5718872519506222,0.6666666666666666,1.0,0.9166666666666666
15767,0.3318885516822096,0.46153846153846156,0.375,0.3,0.0,0.33310554470560694,0.5555555555555555,1.0,0.8333333333333334
